category,text
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Porównanie ryzyka elektrowni pływającej z lokalnymi alternatywami energetycznymi (np. diesel, gaz, odnawialne) pod kątem emisji, awaryjności i wpływu środowiskowego"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Analizy scenariuszowe integracji jądra z systemem z OZE i magazynami (jak zmienia się wartość mocy jądrowej w systemach z wysokim udziałem VRE).
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Ocena wpływu na bezpieczeństwo energetyczne (dywersyfikacja dostaw paliw, niezależność od importu gazu)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Dokładny harmonogram i kosztorys inwestycji przesyłowych z mapą zależności między lokalizacją bloków jądrowych a koniecznymi wzmocnieniami sieci.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowe założenia scenariusza emisji CO2 dla gazyfikacji — co dokładnie obejmuje redukcja 10–30% (część ciepła zastąpiona, emisje paliwa TRISO, emisje z budowy i demontażu)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Porównawcza analiza koszt‑efektywności konkretnych scenariuszy: program jądrowy vs. pakiety wzmocnień konwencjonalnych i systemów obrony przeciwrakietowej.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Alternatywy i porównanie z innymi niskoemisyjnymi rozwiązaniami (OZE + magazyny, gaz wysokosprawny)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowe założenia modelu systemowego (dane wejściowe: profile godzinowe, parametry scenariuszy pogodowych, metoda symulacji, założenia dotyczące dostępności jednostek gazowych i importu)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Ocena wpływu na system elektroenergetyczny Japonii: ile GW utracono, jakie rezerwy aktywowano, koszty i czas zastąpienia mocy"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Ocena wpływu na bezpieczeństwo energetyczne w kontekście systemowym (elastyczność sieci, konieczność nadmiarowych mocy, interkonektory, magazyny energii, integracja OZE)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Konkretne scenariusze integracji HTR z procesami gazyfikacji: udział zastąpionego ciepła, tryb pracy reaktora (ciągły/zmienny), wymagana elastyczność i wpływ na projekt instalacji przemysłowej."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowa ocena wpływu planowanego przestoju na bilans mocy (ile MW trzeba zastąpić, źródła zastępcze, koszty)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza alternatyw (inne oferty dostawców reaktorów, odnawialne źródła, magazynowanie, gaz, efektywność energetyczna)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Ilościowe scenariusze wdrożenia (czas budowy i tempo przyrostu mocy) pokazujące, w jakim horyzoncie jądro realnie może zastąpić określony udział paliw kopalnych"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Analizy koszt–korzyść porównujące pełne wygaszenie/rezygnację z eksploatacji bloku vs. inwestycje w jego zabezpieczenie w warunkach konfliktu
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Kontekst energetyczny Japonii: udział energii jądrowej w miksie, alternatywy technologiczne i szacunki wpływu ograniczenia atomu na emisje CO2 i zabezpieczenie dostaw energii"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Odwołania do podobnych decyzji KE (sygnatury/rok) dotyczących OZE, CCS lub gazu w celu porównania stosowanych warunków"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Ilościowe scenariusze wpływu na sieć przesyłową: wymagane inwestycje przesyłowe, lokalizacja węzłów, ocena wąskich gardeł i koszty ich usunięcia"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Stan negocjacji z operatorami sieci (TSO) i wymagane inwestycje sieciowe oraz ich koszt i harmonogram.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Ocena zdolności polskiej sieci do przyjęcia mocy z elektrowni oraz potrzeby inwestycji w infrastrukturę przesyłową
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Wyliczenia redukcji importu paliw (w PJ, tonach uranu/ropy/gazu lub w wartościach pieniężnych) w poszczególnych scenariuszach."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Analiza porównawcza kosztów i korzyści opcji połączeń (HVDC vs AC) z orientacyjnym kosztorysem i harmonogramem budowy połączeń transgranicznych.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowe scenariusze modelowe: założenia wejściowe (profile obciążenia, dostępność OZE, tempo budowy magazynów, ceny paliw), aby zweryfikować podawane rzędy wielkości emisji i koszty systemowe."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Szacunkowy wpływ planowanej mocy jądrowej (np. 1–3 GW) na miks energetyczny Polski w konkretnych latach (udział % i redukcja emisji CO2 w tonach/rok).
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza porównawcza scenariusza bez atomu (OZE + magazyny + gaz) z ilościowymi rezultatami: czas wdrożenia, koszt (NPV/LCOE systemowe), emisje i wpływ na niezawodność systemu."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Koszt szacunkowy zabezpieczeń kontraktowych i ubezpieczeń politycznych oraz wpływ tych kosztów na realne oszczędności
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Ilościowe scenariusze wpływu terminu uruchomienia pierwszego bloku na bilans energetyczny (TWh/rok brakującej produkcji) oraz prognozy zwiększonego importu/gazu i dodatkowych emisji CO2 dla wariantów +1/+2/+3 lata.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Wpływ na system elektroenergetyczny (potrzeby przesyłowe, integracja z OZE, zarządzanie rezerwami i elastycznością)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Scenariusze systemowe bilansowania z udziałem OZE (np. 30/50/70%) z ilościowymi wymaganiami rezerw mocy, magazynów energii i elastyczności"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Alternatywy technologiczne i polityczne (paliwo wielokrotnego użytku, międzynarodowe składowiska, długoterminowe przechowywanie powierzchniowe vs. geologiczne)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Porównanie kosztów i czasu budowy z innymi nowymi reaktorami EPR oraz alternatywami technologicznymi
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Wyniki oceny wpływu na system elektroenergetyczny: bilans mocy w scenariuszach 2030–2040, punkty przyłączenia, potrzeby rozbudowy sieci i koszty tych prac."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Kwantyfikacja kosztów i harmonogramów wdrożenia rozwiązań alternatywnych (mikrosieci, magazyny, SMR) dostosowanych do warunków ukraińskich"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Ocena logistyczna wpływu utraty produkcji tej elektrowni na system energetyczny Ukrainy i regionu (stabilność sieci, potrzeby przesyłowe, ewentualne skutki ekonomiczne dla odbiorców)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Porównanie kosztowe i czasowe z alternatywami: import energii, gaz (scenariusze z zabezpieczeniami), OZE z magazynami oraz hybrydowe rozwiązania"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Alternatywy rozważane przez niemieckie władze (np. pozostawienie w Ahaus z dodatkowymi zabezpieczeniami, przeróbka lub przechowywanie w innych państwach) oraz argumentacja ich odrzucenia."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Ocena wpływu równoległych spornych procesów (OZE, ustawa wiatrakowa) na alokację zasobów administracyjnych i priorytety rządowe"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analizy kosztowe: przybliżone szacunki kosztów przedłużenia vs. koszty uruchomienia rezerwowych źródeł (gaz, węgiel) oraz wpływ na cenę energii dla konsumentów"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Przykłady lokalizacji, gdzie duże reaktory wciąż mają sens (konkretne kryteria: dostęp do chłodnej wody, gęstość sieci, koszt kapitału) oraz kontrprzykłady, gdzie rozproszone rozwiązania są wyraźnie preferowane."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Analizy porównawcze z alternatywami kosztowymi (scenariusze OZE + magazyny) w perspektywie kosztów całkowitych i elastyczności systemu
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza alternatyw (międzynarodowe repozytoria, powierzchniowe rozwiązania długoterminowe) z oceną ryzyka, kosztów i wykonalności porównawczą wobec repozytorium lokalnego."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowe modele integracji z systemem: wyniki symulacji godzinowych/rocznych (np. pokrycie popytu, redukcja startów jednostek gazowych, zapotrzebowanie na rezerwy) oraz koszt optymalnych rozwiązań elastyczności"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza alternatywy: pełne porównanie kosztów i ryzyk rozbudowy sieci cyklotronów/kontraktów importowych/budowy nowego reaktora w horyzoncie do 2050 r. z tymi samymi metrykami (NPV, dostępność izotopów, CDF wpływ na bezpieczeństwo)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Porównanie technologii (wielkoskalowe reaktory III+ vs SMR) w kontekście bezpieczeństwa energetycznego i elastyczności operacyjnej
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza scenariuszy systemowych: jak OL3 wpływa na potrzebę inwestycji w magazynowanie, sieć i źródła szczytowe w Finlandii (kwantyfikacja redukcji uruchomień źródeł kopalnych)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Analiza kosztów LCOE i czasu budowy dużych reaktorów vs. szybkie wdrożenie OZE + magazyny przy scenariuszu 2030–2040
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowe założenia modelowe scenariuszy (+1–3 GW): co zakładają odnośnie popytu, rozwoju OZE, opcji magazynowych, cen paliw i interkonnektorów oraz horyzontów czasowych (2030/2040/2050)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowa kalkulacja kosztów systemowych (koszty rozbudowy sieci, magazynów, elastycznych rezerw) porównana między scenariuszem z dodatkowymi reaktorami a scenariuszem opartym na OZE+magazyny."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Scenariusze alternatywne: co się stanie z infrastrukturą przy ewentualnym odłożeniu/zmianie projektu jądrowego
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Analiza udziału energii jądrowej w miksie energetycznym Japonii przed i po awarii oraz prognozy zapotrzebowania energetycznego i scenariusze braku restartów.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Kwantyfikacja skutków ekonomicznych i energetycznych zamknięcia: ile MW trzeba zastąpić, proponowane źródła zastępcze, koszty, harmonogramy realizacji i wpływ na emisje CO2 oraz bezpieczeństwo dostaw"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analizy alternatyw: porównanie scenariuszy z dużą rolą OZE + magazyny (koszty, czas realizacji, dostępność surowców)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowe scenariusze integracji z systemem przy różnych udziałach OZE (np. 30%, 50%, 70%) z wymaganiami rezerw i elastyczności"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Bilanse operatora systemu elektroenergetycznego Ukrainy dotyczące rezerw mocy, możliwości importu/eksportu i wpływu utraty 5 700 MW na stabilność sieci"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Wpływ ewentualnych opóźnień na bilans energetyczny kraju: prognozy popytu, deficyty mocy, alternatywne źródła pokrycia zapotrzebowania."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza konkurencyjności względem innych technologii niskoemisyjnych w scenariuszach systemowych (PV+BESS, onshore/offshore wind, gaz z CCS) z uwzględnieniem kosztów systemowych i elastyczności."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Porównania całkowitych skutków zdrowotnych i środowiskowych z uwzględnieniem emisji metanu przy wydobyciu gazu oraz kosztów i ograniczeń skalowania OZE+magazynów do poziomów niezbędnych do zastąpienia paliw kopalnych.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza rynkowa: wpływ nowej mocy jądrowej na ceny hurtowe energii, mechanizmy taryfowe/kontrakty PPA oraz interakcja z rynkiem mocy i mechanizmami wsparcia."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Pełne modelowanie ekonomiczne wpływu na ceny hurtowe i detaliczne energii w Polsce w horyzoncie 10–30 lat (scenariusze popytu i cen paliw)
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza wpływu sieci elektroenergetycznej (modernizacje, magazyny energii, zarządzanie obciążeniem) oraz plany integracji bloków jądrowych z OSD/OSD."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Koszty i harmonogramy modernizacji sieci z bardziej granularnym rozbiciem (konkretne odcinki linii, stacje transformatorowe, koszty przyłączenia), oraz plan finansowania TSO z symulacją wpływu na taryfy."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowy kosztorys modernizacji sieci dla rozważanych lokalizacji (linie kV, węzły, podstacje) i harmonogram ich budowy względem startu bloków jądrowych"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowe porównanie hybrydowych architektur: symulacje energetyczne łączące reaktor + PV + magazyny dla różnych profili misji (dni/tygodni bez Słońca, latitudo, lokalne warunki)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Ocena wpływu na system elektroenergetyczny: jak nowe bloki wpłyną na rezerwy mocy, elastyczność systemu, współpracę z OZE i potrzeby inwestycyjne w sieci przesyłowej."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza wpływu wyłączenia energii jądrowej na bezpieczeństwo dostaw energii, emisje CO2 i koszty dla konsumentów"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Kompleksowa analiza potrzeb modernizacji sieci przesyłowej z identyfikacją konkretnych prac (linie, stacje, przekroje), kosztami i harmonogramem oraz modelami integracji z OZE i zasobami elastycznymi"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Analiza ekonomiczna możliwych modernizacji (koszty technicznych zabezpieczeń) oraz scenariusze alternatyw energetycznych z wpływem na bezpieczeństwo dostaw i emisje CO2.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Plan i koszty dla infrastruktury przesyłowej wymaganej dla przyłącza Lubiatowo‑Kopalino (szacunkowe inwestycje, terminy, konieczne wzmocnienia)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza scenariuszy awaryjnych i operacyjnych dla bloku 1–1,6 GW: elastyczność mocy, możliwości ograniczania produkcji, potrzeby rezerw mocy oraz wpływ na stabilność w warunkach niskiego zapotrzebowania."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Analiza zapotrzebowania energetycznego Polski (krótkoterminowa i długoterminowa) oraz scenariusze popytu
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Ocena integracji z krajową siecią: potrzeby rozbudowy przesyłu, wpływ na stabilność systemu, planowane punkty przyłączenia i moc rezerwowa."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Konkretne wyliczenia ekonomiczne i porównawcze — koszty przedłużenia (przeglądy, modernizacje, ubezpieczenia) vs. koszty zastąpienia mocy gazem/węglem/OZE, uwzględniające obecne ceny paliw i rynkowe scenariusze."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Scenariusze alternatywne i hybrydowe (np. etapowanie mocy, SMR jako rozwiązanie przejściowe) oraz ich wpływ na datę pierwszego rozruchu."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Porównanie ryzyka i kosztów długoterminowego składowania wobec alternatyw (przeróbka paliwa, transmutacja, składowanie tymczasowe przy elektrowniach) oraz ich wykonalności technicznej i politycznej."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Konkretne szacunki kosztów i czasu potrzebnego na stworzenie niezależnego arsenału jądrowego w Europie
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza wymagań sieciowych i integracji (elastyczność, obciążalność, magazynowanie) oraz roli SMR w systemie elektroenergetycznym Polski wraz z prognozami zapotrzebowania."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza porównawcza kosztów i elastyczności alternatywnych miksów: kombinacje OZE + magazyny, kampanie efektywności, import vs. lokalne gazowe jednostki szczytowe."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Szacunki kosztów magazynowania energii (€/kWh) i wymaganej pojemności magazynów dla scenariusza zastąpienia 3 GW jądrowych OZE.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Konkretny wpływ na bilans emisji z odniesieniem do obecnego miksu i zastępowanych jednostek (rachunek porównawczy)
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Konkretne dane PSE dotyczące wymaganych wzmocnień sieci (moc przyłączeniowa, zakres inwestycji, szacunkowe koszty i harmonogram)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analizy kosztów i czasu wdrożenia alternatywnych źródeł elastycznych (np. gazowe szybkostartowe jednostki, hybrydowe P2G/P2H, magazyny bateriowe i przepływowe) z uwzględnieniem ograniczeń łańcuchów dostaw."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analiza komplementarności z OZE i magazynami: model miksu energetycznego pokazujący, jak energia jądrowa współdziała z OZE w konkretnych scenariuszach (sezonowość, rezerwy mocy)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analizy scenariuszowe dotyczące zastąpienia mocy (modele dostępności, koszty kapitałowe OZE i gazu, czas wdrożenia, wpływ na bilans szczytowy)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowy harmonogram i koszty modernizacji sieci (podział na etapy, CAPEX na linie/transformatory, potrzeby HVDC) oraz umowy z operatorami UE"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Porównanie ekonomiczne (LCOE, ryzyko kosztowe) z alternatywami: gaz (CCGT+infrastruktura), OZE+magazyny i import energii"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Przyjęte ceny odniesienia i koszt jednostkowy produkcji użyty w porównaniu z cenami importu (transparentne źródła danych).
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Ocena możliwości i kosztów przedłużenia życia konkretnych bloków węglowych (techniczne, środowiskowe, regulacyjne)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Analiza kosztów i wymagań modernizacji sieci przesyłowej i magazynów energii związanych z integracją 9 GW jądrowych
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Stan techniczny i konkretne potrzeby remontowe istniejących linii przesyłowych oraz przybliżone koszty przyłączenia 1–4 GW (audyt sieci).
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analizy scenariuszy wpływu projektu na bezpieczeństwo systemu elektroenergetycznego (np. zastąpienie mocy węglowych, elastyczność systemu, produkcja roczna, wskaźniki niezawodności)."
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Porównanie opcji modernizacji z alternatywą budowy nowego reaktora w dłuższej perspektywie uwzględniające koszty cyklu życia i dekomisji
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Konkretny plan integracji sieciowy: wymagane wzmocnienia przesyłowe i dystrybucyjne wraz z szacunkowymi kosztami dla proponowanych lokalizacji.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Założenia dotyczące obecnego i przyszłego globalnego popytu na paliwo jądrowe (scenariusze wzrostu mocy jądrowej)
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Szczegółowa analiza integracji z systemem przesyłowym (konkretne inwestycje PSE, koszty przyłączenia, potrzebne przebudowy, wpływ na bilansowanie z OZE)"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Analiza alternatyw (ścieżki dekarbonizacji bez dużego atomu: OZE + magazyny + gaz szczytowy) i porównanie ich wpływu na bezpieczeństwo energetyczne.
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Analizy wpływu planowanych SMR na krajowy miks energii w procentach przy różnych scenariuszach rozwoju (ile jednostek byłoby potrzebnych, by osiągnąć ""dwucyfrowy procent"")"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Quantyfikacja wpływu na krajowe emisje CO2 (przyjęte scenariusze odniesienia i metoda kalkulacji zmniejszenia importu paliw kopalnych)
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Porównanie roli SMR w dostarczaniu ciepła przemysłowego lub kogeneracji vs. produkcji wyłącznie elektryczności
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Scenariusze systemowe wpływu na sieć: wymagane inwestycje przesyłowe (przybliżone koszty, lokalizacje), potrzeby w zakresie mocy szczytowej i elastyczności"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego",Ilościowe szacunki wpływu restartów na emisje CO2 do 2030 (tony CO2/rok) oraz scenariusze porównawcze bez atomu
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Scenariusze ryzyka ilościowe: symulacje przerw w dostawach paliwa (dni rezerwy => % utraty produkcji, TWh), wpływ na taryfy i bilans walutowy"
"Analiza systemów energetycznych: porównanie różnych scenariuszy wykorzystania źródeł energii odnawialnej, magazynów energii i gazu ziemnego","Wpływ wpisania gazu i atomu do taksonomii na cele klimatyczne UE i potencjalne kontrowersje (np. trwałość emisyjna gazu, dekarbonizacja źródeł)."
